IP地址	端口	回源端口	TLS	数据中心	地区	城市	TCP延迟(ms)	速度(MB/s)
47.236.144.208	2052	2052	FALSE	SIN	Asia Pacific	Singapore	184	3.92
8.219.235.164	2096	2096	TRUE	SIN	Asia Pacific	Singapore	84	3.91
8.219.6.157	2052	2052	FALSE	SIN	Asia Pacific	Singapore	42	3.91
47.236.7.246	80	80	FALSE	SIN	Asia Pacific	Singapore	37	3.91
47.245.108.213	443	443	TRUE	SIN	Asia Pacific	Singapore	53	3.91
8.217.248.220	2086	2086	FALSE	HKG	Asia Pacific	Hong Kong	61	3.9
8.210.65.1	2086	2086	FALSE	HKG	Asia Pacific	Hong Kong	36	3.9
8.222.208.38	8443	8443	TRUE	SIN	Asia Pacific	Singapore	59	3.9
47.245.115.6	2095	2095	FALSE	SIN	Asia Pacific	Singapore	7	3.89
8.219.251.81	2052	2052	FALSE	SIN	Asia Pacific	Singapore	5	3.89
8.222.164.44	2095	2095	FALSE	SIN	Asia Pacific	Singapore	18	3.89
8.219.238.145	2082	2082	FALSE	SIN	Asia Pacific	Singapore	18	3.88
8.222.244.123	8080	8080	FALSE	SIN	Asia Pacific	Singapore	5	3.88
8.219.198.139	2083	2083	TRUE	SIN	Asia Pacific	Singapore	132	3.88
8.219.235.164	8880	8880	FALSE	SIN	Asia Pacific	Singapore	13	3.88
8.222.210.182	2052	2052	FALSE	SIN	Asia Pacific	Singapore	25	3.88
8.219.247.203	2052	2052	FALSE	SIN	Asia Pacific	Singapore	26	3.87
8.222.152.165	2053	2053	TRUE	SIN	Asia Pacific	Singapore	76	3.87
8.217.239.116	2086	2086	FALSE	HKG	Asia Pacific	Hong Kong	39	3.87
8.209.214.222	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	77	3.87
47.236.11.84	8080	8080	FALSE	SIN	Asia Pacific	Singapore	24	3.86
47.236.130.95	2086	2086	FALSE	SIN	Asia Pacific	Singapore	29	3.86
8.219.208.69	2052	2052	FALSE	SIN	Asia Pacific	Singapore	25	3.86
8.222.208.83	2083	2083	TRUE	SIN	Asia Pacific	Singapore	53	3.86
47.76.49.246	8080	8080	FALSE	HKG	Asia Pacific	Hong Kong	39	3.86
47.76.37.57	2087	2087	TRUE	HKG	Asia Pacific	Hong Kong	103	3.86
8.219.42.72	8880	8880	FALSE	SIN	Asia Pacific	Singapore	26	3.86
47.236.148.174	2052	2052	FALSE	SIN	Asia Pacific	Singapore	27	3.85
8.218.207.169	2053	2053	TRUE	HKG	Asia Pacific	Hong Kong	40	3.85
47.236.144.208	8880	8880	FALSE	SIN	Asia Pacific	Singapore	16	3.85
8.209.214.222	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	89	3.84
47.236.11.84	2052	2052	FALSE	SIN	Asia Pacific	Singapore	29	3.84
8.217.251.62	443	443	TRUE	HKG	Asia Pacific	Hong Kong	72	3.84
8.219.235.164	2083	2083	TRUE	SIN	Asia Pacific	Singapore	96	3.83
47.236.148.174	2087	2087	TRUE	SIN	Asia Pacific	Singapore	70	3.83
47.74.36.8	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	80	3.83
8.222.211.124	2083	2083	TRUE	SIN	Asia Pacific	Singapore	12	3.83
47.76.146.1	2083	2083	TRUE	HKG	Asia Pacific	Hong Kong	108	3.82
47.236.148.174	2053	2053	TRUE	SIN	Asia Pacific	Singapore	43	3.82
47.74.42.111	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	74	3.82
47.74.8.255	80	80	FALSE	NRT	Asia Pacific	Tokyo	71	3.81
8.222.168.24	2086	2086	FALSE	SIN	Asia Pacific	Singapore	13	3.81
8.222.222.64	8880	8880	FALSE	SIN	Asia Pacific	Singapore	11	3.81
8.218.243.95	2052	2052	FALSE	HKG	Asia Pacific	Hong Kong	42	3.81
8.218.52.115	443	443	TRUE	HKG	Asia Pacific	Hong Kong	109	3.8
8.219.210.93	2086	2086	FALSE	SIN	Asia Pacific	Singapore	16	3.8
47.243.70.197	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	47	3.8
8.219.213.84	2082	2082	FALSE	SIN	Asia Pacific	Singapore	16	3.8
47.74.41.136	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	75	3.8
47.245.113.12	8443	8443	TRUE	SIN	Asia Pacific	Singapore	78	3.8
47.236.5.223	8880	8880	FALSE	SIN	Asia Pacific	Singapore	36	3.79
8.217.85.14	2053	2053	TRUE	HKG	Asia Pacific	Hong Kong	94	3.79
8.219.230.254	2096	2096	TRUE	SIN	Asia Pacific	Singapore	74	3.78
47.242.174.27	2096	2096	TRUE	HKG	Asia Pacific	Hong Kong	76	3.78
47.242.155.183	80	80	FALSE	HKG	Asia Pacific	Hong Kong	55	3.78
47.236.144.48	2086	2086	FALSE	SIN	Asia Pacific	Singapore	22	3.78
47.74.34.139	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	106	3.77
8.217.147.230	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	75	3.77
47.76.37.57	2052	2052	FALSE	HKG	Asia Pacific	Hong Kong	42	3.77
47.236.148.174	2086	2086	FALSE	SIN	Asia Pacific	Singapore	38	3.77
8.218.207.169	8880	8880	FALSE	HKG	Asia Pacific	Hong Kong	46	3.77
8.219.245.187	2082	2082	FALSE	SIN	Asia Pacific	Singapore	28	3.77
8.217.164.10	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	47	3.75
47.236.144.208	80	80	FALSE	SIN	Asia Pacific	Singapore	29	3.75
8.217.167.88	2052	2052	FALSE	HKG	Asia Pacific	Hong Kong	43	3.75
8.210.3.24	80	80	FALSE	HKG	Asia Pacific	Hong Kong	37	3.75
8.209.214.157	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	80	3.75
8.209.200.73	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	84	3.75
47.245.115.6	8080	8080	FALSE	SIN	Asia Pacific	Singapore	14	3.74
47.243.203.119	80	80	FALSE	HKG	Asia Pacific	Hong Kong	36	3.74
47.74.54.33	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	70	3.74
47.245.37.94	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	146	3.73
47.245.7.212	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	77	3.73
8.219.213.133	2086	2086	FALSE	SIN	Asia Pacific	Singapore	14	3.72
47.245.108.213	2052	2052	FALSE	SIN	Asia Pacific	Singapore	16	3.72
47.245.40.55	80	80	FALSE	HKG	Asia Pacific	Hong Kong	172	3.72
47.76.146.1	2052	2052	FALSE	HKG	Asia Pacific	Hong Kong	77	3.72
8.218.18.235	2086	2086	FALSE	HKG	Asia Pacific	Hong Kong	44	3.71
8.209.222.232	2095	2095	FALSE	HKG	Asia Pacific	Hong Kong	159	3.7
8.222.187.107	2087	2087	TRUE	SIN	Asia Pacific	Singapore	56	3.7
8.209.212.5	2095	2095	FALSE	NRT	Asia Pacific	Tokyo	77	3.7
8.218.65.237	2052	2052	FALSE	HKG	Asia Pacific	Hong Kong	57	3.7
47.74.34.162	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	89	3.69
47.245.39.49	2096	2096	TRUE	HKG	Asia Pacific	Hong Kong	208	3.69
47.242.171.94	443	443	TRUE	HKG	Asia Pacific	Hong Kong	73	3.69
47.236.4.129	2083	2083	TRUE	SIN	Asia Pacific	Singapore	114	3.68
8.217.147.230	2053	2053	TRUE	HKG	Asia Pacific	Hong Kong	83	3.68
8.219.222.8	2053	2053	TRUE	SIN	Asia Pacific	Singapore	240	3.68
47.236.11.84	8443	8443	TRUE	SIN	Asia Pacific	Singapore	82	3.68
47.88.101.9	80	443	TRUE	SJC	North America	San Jose	199	3.68
8.217.149.28	2086	2086	FALSE	HKG	Asia Pacific	Hong Kong	56	3.68
47.76.77.103	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	46	3.68
8.219.237.250	8880	8880	FALSE	SIN	Asia Pacific	Singapore	15	3.67
8.219.242.208	2082	2082	FALSE	SIN	Asia Pacific	Singapore	19	3.67
8.219.202.130	2096	2096	TRUE	SIN	Asia Pacific	Singapore	101	3.67
47.245.113.12	8880	8880	FALSE	SIN	Asia Pacific	Singapore	13	3.67
8.217.207.60	2052	2052	FALSE	HKG	Asia Pacific	Hong Kong	40	3.66
8.210.3.24	2052	2052	FALSE	HKG	Asia Pacific	Hong Kong	41	3.66
8.222.224.162	8443	8443	TRUE	SIN	Asia Pacific	Singapore	104	3.66
47.243.42.219	2086	2086	FALSE	HKG	Asia Pacific	Hong Kong	47	3.66
8.219.250.239	2087	2087	TRUE	SIN	Asia Pacific	Singapore	133	3.66
8.217.193.25	80	80	FALSE	HKG	Asia Pacific	Hong Kong	39	3.65
8.218.18.132	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	80	3.65
8.209.255.195	2095	2095	FALSE	HKG	Asia Pacific	Hong Kong	190	3.65
47.76.33.40	8080	8080	FALSE	HKG	Asia Pacific	Hong Kong	62	3.64
8.219.208.69	2052	2052	FALSE	SIN	Asia Pacific	Singapore	6	3.64
8.210.39.96	2053	2053	TRUE	HKG	Asia Pacific	Hong Kong	62	3.64
47.236.148.174	2096	2096	TRUE	SIN	Asia Pacific	Singapore	32	3.64
47.236.150.109	80	80	FALSE	SIN	Asia Pacific	Singapore	28	3.64
47.245.107.174	2083	2083	TRUE	SIN	Asia Pacific	Singapore	53	3.63
8.222.219.34	2095	2095	FALSE	SIN	Asia Pacific	Singapore	8	3.63
8.209.255.195	8080	8080	FALSE	HKG	Asia Pacific	Hong Kong	160	3.63
8.219.238.145	2082	2082	FALSE	SIN	Asia Pacific	Singapore	5	3.63
8.218.146.204	2052	2052	FALSE	HKG	Asia Pacific	Hong Kong	40	3.63
8.218.142.253	2096	2096	TRUE	HKG	Asia Pacific	Hong Kong	289	3.62
8.218.3.12	2083	2083	TRUE	HKG	Asia Pacific	Hong Kong	104	3.62
8.209.212.5	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	75	3.61
47.76.146.1	8080	8080	FALSE	HKG	Asia Pacific	Hong Kong	52	3.61
8.219.197.111	8080	8080	FALSE	SIN	Asia Pacific	Singapore	24	3.61
8.222.209.223	8080	8080	FALSE	SIN	Asia Pacific	Singapore	13	3.61
8.209.214.157	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	88	3.61
47.245.113.12	2095	2095	FALSE	SIN	Asia Pacific	Singapore	9	3.6
47.245.107.174	2095	2095	FALSE	SIN	Asia Pacific	Singapore	13	3.6
47.245.113.12	2082	2082	FALSE	SIN	Asia Pacific	Singapore	14	3.6
47.245.53.101	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	76	3.6
47.245.58.175	80	80	FALSE	NRT	Asia Pacific	Tokyo	77	3.6
47.76.49.246	2096	2096	TRUE	HKG	Asia Pacific	Hong Kong	92	3.6
8.218.174.118	2086	2086	FALSE	HKG	Asia Pacific	Hong Kong	34	3.59
8.219.67.133	2087	2087	TRUE	SIN	Asia Pacific	Singapore	28	3.59
47.236.144.196	2086	2086	FALSE	SIN	Asia Pacific	Singapore	28	3.59
47.242.234.127	80	80	FALSE	HKG	Asia Pacific	Hong Kong	33	3.59
8.219.194.170	2096	2096	TRUE	SIN	Asia Pacific	Singapore	79	3.59
8.219.209.14	2086	2086	FALSE	SIN	Asia Pacific	Singapore	16	3.58
8.217.167.88	8880	8880	FALSE	HKG	Asia Pacific	Hong Kong	46	3.58
8.219.12.152	2053	2053	TRUE	SIN	Asia Pacific	Singapore	2	3.57
47.245.107.174	8880	8880	FALSE	SIN	Asia Pacific	Singapore	6	3.57
8.209.214.157	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	74	3.57
8.219.178.101	8880	8880	FALSE	SIN	Asia Pacific	Singapore	31	3.56
47.236.19.51	2086	2086	FALSE	SIN	Asia Pacific	Singapore	21	3.56
8.217.248.220	8880	8880	FALSE	HKG	Asia Pacific	Hong Kong	62	3.56
47.242.54.157	2053	2053	TRUE	HKG	Asia Pacific	Hong Kong	62	3.56
47.245.108.213	80	80	FALSE	SIN	Asia Pacific	Singapore	22	3.55
47.236.15.73	2082	2082	FALSE	SIN	Asia Pacific	Singapore	26	3.55
8.209.214.157	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	74	3.55
47.245.108.213	2082	2082	FALSE	SIN	Asia Pacific	Singapore	13	3.55
47.242.155.183	2052	2052	FALSE	HKG	Asia Pacific	Hong Kong	54	3.54
8.209.214.157	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	78	3.54
8.218.243.95	2086	2086	FALSE	HKG	Asia Pacific	Hong Kong	50	3.54
47.236.15.73	80	80	FALSE	SIN	Asia Pacific	Singapore	29	3.54
47.76.80.72	8080	8080	FALSE	HKG	Asia Pacific	Hong Kong	43	3.53
8.209.214.157	80	80	FALSE	NRT	Asia Pacific	Tokyo	76	3.53
8.222.152.165	2083	2083	TRUE	SIN	Asia Pacific	Singapore	41	3.53
47.76.80.72	2095	2095	FALSE	HKG	Asia Pacific	Hong Kong	53	3.53
47.242.17.250	2083	2083	TRUE	HKG	Asia Pacific	Hong Kong	69	3.53
47.76.94.15	80	80	FALSE	HKG	Asia Pacific	Hong Kong	48	3.53
47.236.5.223	2082	2082	FALSE	SIN	Asia Pacific	Singapore	11	3.52
8.219.12.152	2083	2083	TRUE	SIN	Asia Pacific	Singapore	3	3.52
47.245.14.216	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	129	3.52
47.74.54.33	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	73	3.52
47.245.59.243	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	86	3.52
47.74.26.132	8080	8080	FALSE	NRT	Asia Pacific	Tokyo	84	3.51
47.236.144.208	2082	2082	FALSE	SIN	Asia Pacific	Singapore	23	3.51
47.245.14.216	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	191	3.51
47.243.70.197	8880	8880	FALSE	HKG	Asia Pacific	Hong Kong	116	3.5
8.217.167.88	2086	2086	FALSE	HKG	Asia Pacific	Hong Kong	48	3.49
8.209.214.222	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	83	3.49
8.210.192.93	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	57	3.49
8.210.117.18	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	43	3.49
47.76.77.103	8080	8080	FALSE	HKG	Asia Pacific	Hong Kong	38	3.49
47.74.15.80	80	80	FALSE	NRT	Asia Pacific	Tokyo	78	3.49
8.217.149.28	2053	2053	TRUE	HKG	Asia Pacific	Hong Kong	57	3.48
8.218.22.210	2087	2087	TRUE	HKG	Asia Pacific	Hong Kong	86	3.47
47.243.70.197	8080	8080	FALSE	HKG	Asia Pacific	Hong Kong	40	3.47
8.210.39.96	8880	8880	FALSE	HKG	Asia Pacific	Hong Kong	36	3.47
47.245.113.12	2086	2086	FALSE	SIN	Asia Pacific	Singapore	6	3.47
47.245.108.213	2095	2095	FALSE	SIN	Asia Pacific	Singapore	14	3.47
47.236.11.84	8880	8880	FALSE	SIN	Asia Pacific	Singapore	31	3.46
8.218.65.237	443	443	TRUE	HKG	Asia Pacific	Hong Kong	61	3.46
8.210.55.134	2087	2087	TRUE	HKG	Asia Pacific	Hong Kong	40	3.46
47.245.118.70	80	80	FALSE	SIN	Asia Pacific	Singapore	10	3.46
47.242.59.216	443	443	TRUE	HKG	Asia Pacific	Hong Kong	46	3.46
47.76.146.1	443	443	TRUE	HKG	Asia Pacific	Hong Kong	44	3.45
47.243.203.119	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	43	3.45
8.222.224.17	80	80	FALSE	SIN	Asia Pacific	Singapore	11	3.45
8.218.207.169	80	80	FALSE	HKG	Asia Pacific	Hong Kong	42	3.44
47.243.107.148	80	80	FALSE	HKG	Asia Pacific	Hong Kong	66	3.44
8.210.250.120	2053	2053	TRUE	HKG	Asia Pacific	Hong Kong	57	3.44
47.242.155.183	2095	2095	FALSE	HKG	Asia Pacific	Hong Kong	54	3.43
8.217.248.220	2096	2096	TRUE	HKG	Asia Pacific	Hong Kong	84	3.43
8.218.11.90	2087	2087	TRUE	HKG	Asia Pacific	Hong Kong	43	3.43
8.217.147.230	2052	2052	FALSE	HKG	Asia Pacific	Hong Kong	50	3.43
8.210.9.129	2087	2087	TRUE	HKG	Asia Pacific	Hong Kong	64	3.43
47.245.118.70	2052	2052	FALSE	SIN	Asia Pacific	Singapore	17	3.42
8.209.212.5	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	74	3.42
8.209.212.5	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	98	3.41
47.245.30.65	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	169	3.41
47.74.45.143	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	138	3.39
8.210.21.65	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	37	3.39
47.245.40.55	2053	2053	TRUE	HKG	Asia Pacific	Hong Kong	265	3.39
47.74.42.111	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	116	3.39
47.236.144.156	8080	8080	FALSE	SIN	Asia Pacific	Singapore	66	3.39
8.218.188.129	2095	2095	FALSE	HKG	Asia Pacific	Hong Kong	77	3.38
47.236.11.84	2087	2087	TRUE	SIN	Asia Pacific	Singapore	81	3.38
47.74.23.193	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	72	3.38
47.245.56.50	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	181	3.38
8.222.254.91	8880	8880	FALSE	SIN	Asia Pacific	Singapore	5	3.37
47.245.10.77	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	78	3.36
47.245.108.213	8880	8880	FALSE	SIN	Asia Pacific	Singapore	12	3.36
8.219.78.1	2083	2083	TRUE	SIN	Asia Pacific	Singapore	15	3.35
47.245.56.29	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	73	3.35
8.219.40.255	80	80	FALSE	SIN	Asia Pacific	Singapore	42	3.35
8.218.22.210	2052	2052	FALSE	HKG	Asia Pacific	Hong Kong	48	3.35
47.76.49.246	2086	2086	FALSE	HKG	Asia Pacific	Hong Kong	69	3.35
47.236.144.48	2082	2082	FALSE	SIN	Asia Pacific	Singapore	25	3.34
8.218.3.12	80	80	FALSE	HKG	Asia Pacific	Hong Kong	71	3.34
8.222.210.182	2083	2083	TRUE	SIN	Asia Pacific	Singapore	61	3.34
8.209.214.157	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	80	3.34
8.219.238.145	8880	8880	FALSE	SIN	Asia Pacific	Singapore	31	3.34
47.243.162.49	2052	2052	FALSE	HKG	Asia Pacific	Hong Kong	59	3.34
8.222.157.86	443	443	TRUE	SIN	Asia Pacific	Singapore	89	3.33
47.236.5.223	2095	2095	FALSE	SIN	Asia Pacific	Singapore	35	3.33
47.236.4.129	8080	8080	FALSE	SIN	Asia Pacific	Singapore	34	3.31
47.245.10.156	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	237	3.31
8.209.214.222	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	74	3.31
8.209.200.73	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	79	3.3
47.245.52.240	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	83	3.29
47.74.26.132	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	91	3.29
8.218.201.73	2083	2083	TRUE	HKG	Asia Pacific	Hong Kong	71	3.28
47.242.171.94	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	44	3.28
47.245.6.9	2086	2086	FALSE	HKG	Asia Pacific	Hong Kong	158	3.27
47.245.52.240	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	82	3.27
8.217.49.34	443	443	TRUE	HKG	Asia Pacific	Hong Kong	79	3.27
47.245.113.12	2052	2052	FALSE	SIN	Asia Pacific	Singapore	14	3.27
47.245.15.207	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	178	3.26
8.217.164.10	8880	8880	FALSE	HKG	Asia Pacific	Hong Kong	42	3.26
8.219.186.189	80	80	FALSE	SIN	Asia Pacific	Singapore	30	3.26
8.219.242.208	2086	2086	FALSE	SIN	Asia Pacific	Singapore	9	3.25
47.245.58.250	80	80	FALSE	NRT	Asia Pacific	Tokyo	76	3.24
47.74.0.183	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	146	3.24
8.219.194.170	2053	2053	TRUE	SIN	Asia Pacific	Singapore	174	3.24
8.222.213.221	2095	2095	FALSE	SIN	Asia Pacific	Singapore	24	3.24
47.76.94.15	8880	8880	FALSE	HKG	Asia Pacific	Hong Kong	59	3.22
8.219.174.213	2053	2053	TRUE	SIN	Asia Pacific	Singapore	23	3.21
47.74.50.223	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	81	3.21
8.210.39.96	2095	2095	FALSE	HKG	Asia Pacific	Hong Kong	53	3.2
8.209.214.222	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	73	3.2
8.219.247.203	80	80	FALSE	SIN	Asia Pacific	Singapore	9	3.19
8.209.212.5	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	123	3.19
8.219.201.174	8880	8880	FALSE	SIN	Asia Pacific	Singapore	18	3.19
8.219.202.130	2052	2052	FALSE	SIN	Asia Pacific	Singapore	19	3.18
47.243.42.219	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	77	3.17
47.242.176.237	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	89	3.17
47.242.171.94	2087	2087	TRUE	HKG	Asia Pacific	Hong Kong	85	3.17
47.243.173.187	80	80	FALSE	HKG	Asia Pacific	Hong Kong	46	3.17
8.217.149.28	2082	2082	FALSE	HKG	Asia Pacific	Hong Kong	61	3.17
8.219.250.239	2086	2086	FALSE	SIN	Asia Pacific	Singapore	14	3.16
8.219.213.133	2083	2083	TRUE	SIN	Asia Pacific	Singapore	94	3.15
47.236.7.13	8080	8080	FALSE	SIN	Asia Pacific	Singapore	25	3.15
8.209.252.13	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	81	3.15
8.219.170.232	2082	2082	FALSE	SIN	Asia Pacific	Singapore	34	3.13
47.74.39.194	2053	2053	TRUE	NRT	Asia Pacific	Tokyo	110	3.12
8.219.185.191	2086	2086	FALSE	SIN	Asia Pacific	Singapore	26	3.12
8.219.201.174	2086	2086	FALSE	SIN	Asia Pacific	Singapore	15	3.12
8.219.200.145	2095	2095	FALSE	SIN	Asia Pacific	Singapore	34	3.11
8.219.196.117	2096	2096	TRUE	SIN	Asia Pacific	Singapore	180	3.1
47.74.34.73	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	73	3.1
8.219.194.170	8880	8880	FALSE	SIN	Asia Pacific	Singapore	16	3.09
8.219.210.64	2082	2082	FALSE	SIN	Asia Pacific	Singapore	9	3.09
8.218.18.132	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	77	3.08
47.74.50.249	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	77	3.08
8.209.214.222	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	74	3.07
47.236.150.109	2086	2086	FALSE	SIN	Asia Pacific	Singapore	30	3.07
8.218.8.142	8880	8880	FALSE	HKG	Asia Pacific	Hong Kong	41	3.07
47.245.113.117	8080	8080	FALSE	SIN	Asia Pacific	Singapore	11	3.06
8.219.210.64	8880	8880	FALSE	SIN	Asia Pacific	Singapore	5	3.06
8.219.208.69	2095	2095	FALSE	SIN	Asia Pacific	Singapore	10	3.06
8.210.3.24	2095	2095	FALSE	HKG	Asia Pacific	Hong Kong	46	3.05
8.222.209.223	2052	2052	FALSE	SIN	Asia Pacific	Singapore	4	3.04
8.219.202.130	8443	8443	TRUE	SIN	Asia Pacific	Singapore	75	3.03
47.76.33.40	2053	2053	TRUE	HKG	Asia Pacific	Hong Kong	65	3.03
8.218.52.115	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	73	3.03
47.74.41.136	2082	2082	FALSE	NRT	Asia Pacific	Tokyo	78	3.03
8.219.179.34	2095	2095	FALSE	SIN	Asia Pacific	Singapore	15	3.02
8.222.224.163	2087	2087	TRUE	SIN	Asia Pacific	Singapore	90	3.02
8.209.214.157	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	90	3.02
47.243.183.127	8880	8880	FALSE	HKG	Asia Pacific	Hong Kong	35	3.02
47.74.41.136	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	83	3.02
8.209.200.73	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	77	3.01
8.219.199.220	2082	2082	FALSE	SIN	Asia Pacific	Singapore	11	3.01
8.218.48.92	443	443	TRUE	HKG	Asia Pacific	Hong Kong	83	3
8.219.195.47	2087	2087	TRUE	SIN	Asia Pacific	Singapore	116	3
47.245.55.235	2083	2083	TRUE	NRT	Asia Pacific	Tokyo	190	3
8.219.198.34	80	80	FALSE	SIN	Asia Pacific	Singapore	16	3
47.243.203.119	2096	2096	TRUE	HKG	Asia Pacific	Hong Kong	72	3
8.209.212.5	80	80	FALSE	NRT	Asia Pacific	Tokyo	89	2.99
47.243.203.119	2087	2087	TRUE	HKG	Asia Pacific	Hong Kong	52	2.99
8.219.201.8	80	80	FALSE	SIN	Asia Pacific	Singapore	13	2.98
8.219.193.202	80	80	FALSE	SIN	Asia Pacific	Singapore	22	2.97
8.209.212.5	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	73	2.97
8.217.147.230	2095	2095	FALSE	HKG	Asia Pacific	Hong Kong	51	2.95
8.209.240.227	8443	8443	TRUE	NRT	Asia Pacific	Tokyo	80	2.94
8.217.85.14	2083	2083	TRUE	HKG	Asia Pacific	Hong Kong	61	2.94
47.245.107.174	80	80	FALSE	SIN	Asia Pacific	Singapore	8	2.94
8.219.233.6	8443	8443	TRUE	SIN	Asia Pacific	Singapore	83	2.94
8.219.198.34	8080	8080	FALSE	SIN	Asia Pacific	Singapore	13	2.93
8.219.213.112	2053	2053	TRUE	SIN	Asia Pacific	Singapore	110	2.93
8.210.192.93	443	443	TRUE	HKG	Asia Pacific	Hong Kong	49	2.92
8.222.226.15	443	443	TRUE	SIN	Asia Pacific	Singapore	29	2.92
47.245.114.163	2095	2095	FALSE	SIN	Asia Pacific	Singapore	15	2.92
47.74.27.211	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	72	2.91
8.219.186.189	2095	2095	FALSE	SIN	Asia Pacific	Singapore	36	2.91
8.217.164.10	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	55	2.91
8.210.21.65	2096	2096	TRUE	HKG	Asia Pacific	Hong Kong	54	2.9
8.209.214.222	2096	2096	TRUE	NRT	Asia Pacific	Tokyo	95	2.89
8.219.247.203	2082	2082	FALSE	SIN	Asia Pacific	Singapore	4	2.89
47.243.42.219	8880	8880	FALSE	HKG	Asia Pacific	Hong Kong	47	2.89
47.242.234.127	2095	2095	FALSE	HKG	Asia Pacific	Hong Kong	65	2.89
8.218.48.92	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	87	2.88
47.74.34.51	2087	2087	TRUE	NRT	Asia Pacific	Tokyo	74	2.88
47.74.16.255	2052	2052	FALSE	NRT	Asia Pacific	Tokyo	76	2.87
8.218.11.90	80	80	FALSE	HKG	Asia Pacific	Hong Kong	44	2.87
8.217.251.62	8443	8443	TRUE	HKG	Asia Pacific	Hong Kong	73	2.87
8.209.200.73	2086	2086	FALSE	NRT	Asia Pacific	Tokyo	76	2.87
8.218.156.91	2052	2052	FALSE	HKG	Asia Pacific	Hong Kong	57	2.87
47.236.148.174	2083	2083	TRUE	SIN	Asia Pacific	Singapore	40	2.86
8.218.142.253	8080	8080	FALSE	HKG	Asia Pacific	Hong Kong	55	2.85
47.245.107.174	2086	2086	FALSE	SIN	Asia Pacific	Singapore	16	2.85
